 |                         fit_name |       quality |   chisq/nDoF                 |
 |      c__24,10_24,24__32,16_32,23 |         4.834 |   19.80/(  18 -  1) =   1.16 | F=-1.00(144)*10^-2
 |       c__24,12_24,24__32,0_32,11 |        4.8304 |   24.02/(  21 -  1) =   1.20 | F=-9.17(1202)*10^-3
 |       c__24,12_24,24__32,5_32,17 |        4.8237 |   25.41/(  22 -  1) =   1.21 | F=-5.52(1102)*10^-3
 |       c__24,10_24,24__32,8_32,23 |        4.8188 |   30.89/(  26 -  1) =   1.24 | F=-6.08(1025)*10^-3
 |       c__24,13_24,24__32,9_32,20 |        4.8115 |   21.24/(  19 -  1) =   1.18 | F=1.07(155)*10^-2
 |       c__24,13_24,24__32,1_32,16 |        4.7881 |   28.20/(  24 -  1) =   1.23 | F=-7.75(1025)*10^-3
 |       c__24,12_24,23__32,6_32,10 |        4.7828 |   12.60/(  13 -  1) =   1.05 | F=1.15(148)*10^-2
 |      c__24,12_24,24__32,21_32,30 |        4.7826 |   19.86/(  18 -  1) =   1.17 | F=2.24(172)*10^-2
 |      c__24,12_24,23__32,10_32,18 |        4.7638 |   18.46/(  17 -  1) =   1.15 | F=8.20(1550)*10^-3
 |     c2__24,12_24,24__32,10_32,30 |        4.7537 |   28.24/(  28 -  5) =   1.23 | F=1.26(155)*10^-2; dmf=6.985(11452); Ff=6.183(115930); dmi=1.016(424); Fi=-1.43(630)*10^3
 |      c2__24,10_24,24__32,5_32,25 |        4.7511 |   32.32/(  31 -  5) =   1.24 | F=4.40(893)*10^-3; dmf=1.08(87)*10^1; Ff=2.50(2169)*10^2; dmi=2.182(1612); Fi=2.15(2048)*10^3
 |        c__24,13_24,24__32,0_32,9 |        4.7508 |   19.90/(  18 -  1) =   1.17 | F=4.31(1466)*10^-3
 |       c__24,13_24,24__32,6_32,16 |        4.7502 |   21.31/(  19 -  1) =   1.18 | F=3.20(1282)*10^-3
 |      c__24,12_24,24__32,19_32,26 |        4.7379 |   18.49/(  17 -  1) =   1.16 | F=1.14(162)*10^-2
 |       c__24,12_24,24__32,0_32,13 |        4.7326 |   26.90/(  23 -  1) =   1.22 | F=-1.75(94)*10^-2
 |       c__24,13_24,24__32,4_32,16 |        4.7292 |   24.14/(  21 -  1) =   1.21 | F=-4.67(1108)*10^-3
 |       c__24,10_24,24__32,7_32,12 |        4.7037 |   18.53/(  17 -  1) =   1.16 | F=-8.92(12482)*10^-4
 |      c__24,12_24,23__32,21_32,30 |        4.7021 |   18.53/(  17 -  1) =   1.16 | F=1.99(173)*10^-2
 |      c2__24,8_24,24__32,13_32,25 |        4.7019 |   24.17/(  25 -  5) =   1.21 | F=5.69(817)*10^-2; dmf=8.590(9334); Ff=2.00(2078)*10^1; dmi=6.70(1004)*10^-2; Fi=-0.109(67)
 |       c__24,10_24,24__32,6_32,11 |        4.6987 |   18.53/(  17 -  1) =   1.16 | F=2.32(1427)*10^-3
 |       c__24,10_24,24__32,6_32,17 |        4.6853 |   26.95/(  23 -  1) =   1.23 | F=-7.38(1092)*10^-3
 |      c__24,12_24,24__32,23_32,30 |        4.6749 |   17.12/(  16 -  1) =   1.14 | F=3.25(207)*10^-2
 |        c__24,12_24,24__32,0_32,8 |        4.6615 |   20.00/(  18 -  1) =   1.18 | F=6.00(1481)*10^-3
 |       c__24,10_24,24__32,4_32,17 |         4.661 |   29.72/(  25 -  1) =   1.24 | F=-1.25(95)*10^-2
 |     c2__24,10_24,24__32,11_32,26 |        4.6601 |   25.61/(  26 -  5) =   1.22 | F=2.05(173)*10^-2; dmf=7.838(8631); Ff=1.26(1266)*10^1; dmi=0.651(220); Fi=-2.58(552)*10^1
 |       c__24,12_24,24__32,5_32,25 |         4.649 |   35.13/(  29 -  1) =   1.25 | F=8.14(912)*10^-3
 |        c__24,12_24,23__32,0_32,9 |        4.6418 |   20.02/(  18 -  1) =   1.18 | F=5.34(1439)*10^-3
 |       c__24,10_24,24__32,5_32,14 |        4.6407 |   24.24/(  21 -  1) =   1.21 | F=-9.14(1196)*10^-3
 |       c__24,13_24,24__32,4_32,15 |        4.6087 |   22.88/(  20 -  1) =   1.20 | F=-8.61(1163)*10^-3
 |      c__24,10_24,24__32,16_32,24 |        4.6084 |   21.48/(  19 -  1) =   1.19 | F=-4.85(1379)*10^-3
 |     c2__24,13_24,24__32,11_32,26 |        4.6076 |   21.48/(  23 -  5) =   1.19 | F=-8.449(198); dmf=7.731(4243); Ff=1.37(583)*10^1; dmi=1.35(251)*10^-4; Fi=8.483(198)
 |       c__24,12_24,23__32,9_32,17 |        4.6054 |   18.64/(  17 -  1) =   1.16 | F=8.36(1562)*10^-3
 |       c__24,12_24,24__32,6_32,14 |        4.6049 |   20.07/(  18 -  1) =   1.18 | F=-3.74(1235)*10^-3
 |       c__24,12_24,24__32,4_32,14 |        4.6012 |   22.89/(  20 -  1) =   1.20 | F=-1.19(112)*10^-2
 |      c__24,12_24,23__32,17_32,21 |        4.5789 |   11.33/(  12 -  1) =   1.03 | F=2.05(189)*10^-2
 |       c__24,10_24,24__32,1_32,15 |        4.5723 |   31.19/(  26 -  1) =   1.25 | F=-1.74(95)*10^-2
 |       c__24,13_24,24__32,1_32,22 |        4.5624 |   35.24/(  29 -  1) =   1.26 | F=-4.88(898)*10^-3
 |      c__24,13_24,24__32,22_32,30 |        4.5603 |   17.25/(  16 -  1) =   1.15 | F=3.58(203)*10^-2
 |       c2__24,8_24,24__32,2_32,25 |        4.5581 |   37.92/(  35 -  5) =   1.26 | F=-1.78(70)*10^-2; dmf=8.525(7368); Ff=3.01(2236)*10^1; dmi=1.185(463); Fi=-0.464(499)
 |       c__24,12_24,23__32,3_32,15 |        4.5485 |   24.35/(  21 -  1) =   1.22 | F=-1.25(107)*10^-2
 |       c__24,13_24,24__32,3_32,16 |        4.5483 |   25.74/(  22 -  1) =   1.23 | F=-7.55(1084)*10^-3
 |     c2__24,12_24,24__32,11_32,26 |        4.5445 |   22.96/(  24 -  5) =   1.21 | F=-9.096(193); dmf=7.189(4383); Ff=7.924(34776); dmi=1.35(233)*10^-4; Fi=9.127(193)
 |       c__24,12_24,24__32,4_32,16 |         4.533 |   25.76/(  22 -  1) =   1.23 | F=-8.13(1074)*10^-3
 |       c__24,12_24,24__32,9_32,16 |        4.5266 |   18.73/(  17 -  1) =   1.17 | F=9.04(1611)*10^-3
 |      c__24,12_24,24__32,11_32,26 |        4.5244 |   28.52/(  24 -  1) =   1.24 | F=1.18(144)*10^-2
 |       c__24,10_24,24__32,3_32,14 |        4.5191 |   27.15/(  23 -  1) =   1.23 | F=-1.70(107)*10^-2
 |      c__24,13_24,24__32,26_32,30 |        4.5188 |   11.39/(  12 -  1) =   1.04 | F=2.63(226)*10^-2
 |   csnk__24,12_24,24__32,13_32,29 |        4.5112 |   25.78/(  24 -  3) =   1.23 | F=5.23(1339)*10^-3; dmf=7.310(8162); Ff=7.672(80832)
 |       c__24,12_24,23__32,8_32,14 |           4.5 |   15.87/(  15 -  1) =   1.13 | F=1.38(1318)*10^-3
 |   csnk__24,12_24,24__32,13_32,27 |        4.4979 |   24.41/(  23 -  3) =   1.22 | F=-2.85(14201)*10^-4; dmf=7.025(7885); Ff=5.377(56634)
 |       c__24,12_24,24__32,5_32,14 |        4.4925 |   21.61/(  19 -  1) =   1.20 | F=-6.37(1217)*10^-3
 |      c__24,13_24,24__32,11_32,26 |         4.492 |   27.19/(  23 -  1) =   1.24 | F=1.57(148)*10^-2
 |       c__24,12_24,23__32,5_32,15 |        4.4886 |   21.62/(  19 -  1) =   1.20 | F=-4.27(1224)*10^-3
 |       c__24,12_24,23__32,5_32,17 |        4.4845 |   24.43/(  21 -  1) =   1.22 | F=-1.81(1164)*10^-3
 |       c__24,10_24,24__32,3_32,22 |        4.4843 |   36.68/(  30 -  1) =   1.26 | F=-1.42(84)*10^-2
 |       c__24,12_24,24__32,6_32,16 |         4.481 |   23.03/(  20 -  1) =   1.21 | F=-1.60(1229)*10^-3
 |       c__24,10_24,24__32,6_32,10 |        4.4774 |   17.35/(  16 -  1) =   1.16 | F=3.13(1429)*10^-3
 |       c__24,10_24,24__32,9_32,24 |        4.4761 |   31.31/(  26 -  1) =   1.25 | F=-5.10(1231)*10^-3
 |       c__24,12_24,24__32,9_32,14 |        4.4736 |   15.90/(  15 -  1) =   1.14 | F=3.34(1715)*10^-3
 |      c__24,10_24,24__32,13_32,20 |        4.4691 |   20.22/(  18 -  1) =   1.19 | F=-5.00(1448)*10^-3
 |      c__24,12_24,23__32,10_32,21 |        4.4676 |   21.64/(  19 -  1) =   1.20 | F=8.06(1468)*10^-3
 |       c__24,12_24,24__32,1_32,14 |        4.4647 |   27.22/(  23 -  1) =   1.24 | F=-1.30(101)*10^-2
 |      c__24,12_24,24__32,10_32,17 |        4.4559 |   18.81/(  17 -  1) =   1.18 | F=6.18(1564)*10^-3
 |     c2__24,12_24,24__32,10_32,25 |        4.4471 |   23.07/(  24 -  5) =   1.21 | F=7.73(1368)*10^-3; dmf=7.540(644); Ff=7.032(1981); dmi=2.995(1917); Fi=-2.55(2)*10^2
 |       c__24,13_24,24__32,8_32,14 |        4.4446 |   15.93/(  15 -  1) =   1.14 | F=1.26(1447)*10^-3
 |       c__24,12_24,23__32,1_32,15 |        4.4427 |   27.25/(  23 -  1) =   1.24 | F=-1.35(98)*10^-2
 |       c__24,13_24,24__32,0_32,11 |        4.4394 |   23.08/(  20 -  1) =   1.21 | F=-9.74(1203)*10^-3
 |      c__24,10_24,24__32,25_32,30 |        4.4345 |   17.40/(  16 -  1) =   1.16 | F=-3.59(1705)*10^-3
 |      c__24,12_24,24__32,10_32,15 |        4.4317 |   15.95/(  15 -  1) =   1.14 | F=1.56(1693)*10^-3
 |       c__24,12_24,23__32,5_32,20 |        4.4208 |   27.28/(  23 -  1) =   1.24 | F=2.84(11375)*10^-4
 |      c__24,10_24,24__32,14_32,21 |        4.4094 |   20.30/(  18 -  1) =   1.19 | F=-7.77(1350)*10^-3
 |   csnk__24,10_24,24__32,13_32,26 |        4.4043 |   25.91/(  24 -  3) =   1.23 | F=-1.19(123)*10^-2; dmf=8.546(9136); Ff=2.39(2322)*10^1
 |      c__24,13_24,24__32,20_32,26 |        4.3958 |   15.99/(  15 -  1) =   1.14 | F=2.16(193)*10^-2
 |       c__24,10_24,24__32,8_32,22 |         4.393 |   30.05/(  25 -  1) =   1.25 | F=-5.35(1028)*10^-3
 |       c__24,12_24,24__32,2_32,15 |        4.3918 |   27.31/(  23 -  1) =   1.24 | F=-1.43(106)*10^-2
 |      c__24,12_24,23__32,12_32,29 |          4.39 |   28.69/(  24 -  1) =   1.25 | F=5.62(1339)*10^-3
 |      c__24,12_24,23__32,27_32,31 |        4.3791 |   13.06/(  13 -  1) =   1.09 | F=4.34(219)*10^-2
 |     c2__24,12_24,24__32,10_32,31 |        4.3769 |   30.07/(  29 -  5) =   1.25 | F=1.89(149)*10^-2; dmf=7.563(8288); Ff=1.26(1169)*10^1; dmi=1.129(559); Fi=-4.55(2659)*10^3
 |      c__24,13_24,24__32,12_32,26 |        4.3734 |   25.95/(  22 -  1) =   1.24 | F=1.91(151)*10^-2
 |       c__24,13_24,24__32,3_32,15 |        4.3724 |   24.56/(  21 -  1) =   1.23 | F=-1.14(114)*10^-2
 |       c__24,10_24,24__32,7_32,21 |        4.3714 |   30.08/(  25 -  1) =   1.25 | F=-5.80(1044)*10^-3
 |       c__24,12_24,23__32,8_32,16 |        4.3707 |   18.91/(  17 -  1) =   1.18 | F=3.83(1305)*10^-3
 |   csrc__24,10_24,24__32,13_32,25 |        4.3511 |   24.59/(  23 -  3) =   1.23 | F=-6.66(1280)*10^-3; dmi=2.240(1853); Fi=1.03(20000)*10^-2
 |       c__24,12_24,24__32,5_32,20 |        4.3503 |   28.74/(  24 -  1) =   1.25 | F=-4.13(1077)*10^-3
 |       c__24,12_24,23__32,4_32,16 |        4.3388 |   24.61/(  21 -  1) =   1.23 | F=-6.11(1091)*10^-3
 |      c__24,10_24,24__32,15_32,22 |        4.3387 |   20.38/(  18 -  1) =   1.20 | F=-8.11(1415)*10^-3
 |       c__24,12_24,23__32,9_32,20 |        4.3379 |   21.80/(  19 -  1) =   1.21 | F=9.19(1533)*10^-3
 |       c__24,12_24,24__32,2_32,18 |        4.3372 |   31.48/(  26 -  1) =   1.26 | F=-1.26(90)*10^-2
 |      c__24,12_24,23__32,15_32,29 |        4.3199 |   24.63/(  21 -  1) =   1.23 | F=5.54(1466)*10^-3
 |       c__24,12_24,23__32,0_32,12 |        4.3154 |   24.63/(  21 -  1) =   1.23 | F=-1.48(97)*10^-2
 |     c2__24,13_24,24__32,10_32,30 |        4.3084 |   27.42/(  27 -  5) =   1.25 | F=1.47(146)*10^-2; dmf=8.101(8990); Ff=1.91(2314)*10^1; dmi=1.132(338); Fi=-4.58(1607)*10^3
 |      c__24,12_24,23__32,11_32,31 |        4.2839 |   32.91/(  27 -  1) =   1.27 | F=7.11(1137)*10^-3
 |       c__24,12_24,24__32,3_32,20 |        4.2733 |   31.57/(  26 -  1) =   1.26 | F=-1.12(90)*10^-2
 |    csrc__24,12_24,24__32,2_32,25 |        4.2648 |   36.97/(  32 -  3) =   1.27 | F=3.18(828)*10^-3; dmi=1.098(523); Fi=-0.286(342)
 |     c2__24,10_24,24__32,12_32,26 |        4.2583 |   24.71/(  25 -  5) =   1.24 | F=2.11(175)*10^-2; dmf=7.510(8350); Ff=9.397(98101); dmi=0.626(237); Fi=-1.84(423)*10^1
 |      c__24,13_24,24__32,17_32,21 |         4.258 |   11.69/(  12 -  1) =   1.06 | F=1.91(202)*10^-2
 |       c__24,12_24,23__32,3_32,20 |         4.252 |   30.23/(  25 -  1) =   1.26 | F=-7.04(967)*10^-3
 |       c__24,13_24,24__32,5_32,15 |        4.2479 |   21.91/(  19 -  1) =   1.22 | F=-2.87(1300)*10^-3
 |       c__24,13_24,24__32,6_32,15 |        4.2446 |   20.50/(  18 -  1) =   1.21 | F=1.77(13250)*10^-4
 |       c__24,13_24,24__32,5_32,25 |        4.2412 |   34.31/(  28 -  1) =   1.27 | F=1.33(107)*10^-2
 |      c__24,12_24,24__32,23_32,29 |        4.2333 |   16.18/(  15 -  1) =   1.16 | F=3.46(208)*10^-2
 |      c__24,12_24,23__32,15_32,30 |        4.2326 |   26.13/(  22 -  1) =   1.24 | F=5.43(1466)*10^-3
 |        c__24,13_24,24__32,2_32,6 |        4.2299 |   13.23/(  13 -  1) =   1.10 | F=1.54(162)*10^-2
 |        c__24,12_24,23__32,2_32,6 |         4.228 |   13.23/(  13 -  1) =   1.10 | F=1.45(156)*10^-2
 |       c__24,12_24,24__32,3_32,16 |        4.2223 |   27.53/(  23 -  1) =   1.25 | F=-1.13(105)*10^-2
 |      c__24,12_24,23__32,16_32,30 |        4.2114 |   24.77/(  21 -  1) =   1.24 | F=2.73(1484)*10^-3
 |        c__24,10_24,24__32,3_32,7 |        4.2109 |   17.66/(  16 -  1) =   1.18 | F=3.16(1470)*10^-3
 |      c__24,10_24,24__32,15_32,19 |        4.2069 |   16.21/(  15 -  1) =   1.16 | F=-2.81(1530)*10^-3
 |       c__24,12_24,24__32,4_32,25 |        4.2065 |   37.05/(  30 -  1) =   1.28 | F=3.12(837)*10^-3
 |      c__24,12_24,23__32,15_32,27 |        4.2013 |   23.38/(  20 -  1) =   1.23 | F=1.96(15415)*10^-4
 |       c__24,10_24,24__32,6_32,20 |        4.1999 |   30.30/(  25 -  1) =   1.26 | F=-5.75(1066)*10^-3
 |       c__24,8_24,24__32,13_32,23 |        4.1837 |   27.58/(  23 -  1) =   1.25 | F=-2.19(102)*10^-2
 |     c2__24,12_24,23__32,10_32,25 |        4.1814 |   21.99/(  23 -  5) =   1.22 | F=1.55(157)*10^-2; dmf=0.370(299); Ff=-3.28(316)*10^-2; dmi=2.032(1822); Fi=-7.52(20)*10^1
 |     c2__24,12_24,24__32,12_32,26 |        4.1778 |   22.00/(  23 -  5) =   1.22 | F=-1.76(2)*10^1; dmf=7.518(4311); Ff=1.14(492)*10^1; dmi=1.17(130)*10^-4; Fi=1.76(2)*10^1
 |       c__24,10_24,24__32,6_32,14 |        4.1718 |   23.41/(  20 -  1) =   1.23 | F=-7.15(1216)*10^-3
 |      c__24,12_24,23__32,21_32,29 |        4.1707 |   17.71/(  16 -  1) =   1.18 | F=2.05(173)*10^-2
 |       c__24,13_24,24__32,5_32,16 |        4.1694 |   23.42/(  20 -  1) =   1.23 | F=5.83(12693)*10^-4
 |       c__24,13_24,24__32,6_32,10 |         4.164 |   13.31/(  13 -  1) =   1.11 | F=7.91(1499)*10^-3
 |      c__24,13_24,24__32,28_32,32 |        4.1634 |   13.31/(  13 -  1) =   1.11 | F=3.57(220)*10^-2
 |       c__24,12_24,23__32,6_32,15 |        4.1605 |   20.60/(  18 -  1) =   1.21 | F=-2.32(1239)*10^-3
 |      c__24,13_24,24__32,22_32,29 |        4.1595 |   16.27/(  15 -  1) =   1.16 | F=3.79(204)*10^-2
 |       c__24,12_24,24__32,3_32,14 |        4.1581 |   24.83/(  21 -  1) =   1.24 | F=-1.45(110)*10^-2
 |       c__24,10_24,24__32,1_32,14 |        4.1416 |   30.38/(  25 -  1) =   1.27 | F=-1.49(99)*10^-2
 |      c__24,12_24,24__32,12_32,26 |        4.1412 |   27.63/(  23 -  1) =   1.26 | F=1.42(147)*10^-2
 |      c__24,12_24,24__32,21_32,27 |        4.1388 |   17.75/(  16 -  1) =   1.18 | F=1.76(178)*10^-2
 |       c__24,12_24,23__32,4_32,14 |        4.1377 |   22.05/(  19 -  1) =   1.22 | F=-1.02(113)*10^-2
 |       c__24,10_24,24__32,3_32,17 |        4.1256 |   31.76/(  26 -  1) =   1.27 | F=-1.66(91)*10^-2
 |        c__24,12_24,24__32,0_32,4 |        4.1229 |   14.84/(  14 -  1) =   1.14 | F=1.17(156)*10^-2
 |        c__24,10_24,24__32,2_32,9 |        4.1227 |   22.07/(  19 -  1) =   1.23 | F=-4.34(1381)*10^-3
 |      c__24,12_24,24__32,21_32,29 |        4.1128 |   19.23/(  17 -  1) =   1.20 | F=2.31(172)*10^-2
 |        c__24,12_24,24__32,0_32,5 |        4.1069 |   16.33/(  15 -  1) =   1.17 | F=1.40(154)*10^-2
 |      c__24,12_24,23__32,22_32,31 |        4.0965 |   19.25/(  17 -  1) =   1.20 | F=4.59(181)*10^-2
 |      c__24,13_24,24__32,10_32,17 |        4.0959 |   17.80/(  16 -  1) =   1.19 | F=8.44(1580)*10^-3
 |     c2__24,10_24,24__32,11_32,30 |        4.0888 |   30.45/(  29 -  5) =   1.27 | F=1.35(164)*10^-2; dmf=7.845(8258); Ff=1.42(1223)*10^1; dmi=0.564(195); Fi=-1.01(187)*10^1
 |     c2__24,10_24,24__32,11_32,31 |        4.0878 |   31.81/(  30 -  5) =   1.27 | F=2.02(152)*10^-2; dmf=6.020(6788); Ff=2.590(20891); dmi=0.584(208); Fi=-1.21(241)*10^1
 |       c__24,10_24,24__32,7_32,17 |        4.0854 |   26.32/(  22 -  1) =   1.25 | F=-6.62(1096)*10^-3
 |      c__24,12_24,23__32,21_32,27 |        4.0821 |   16.37/(  15 -  1) =   1.17 | F=1.53(179)*10^-2
 |      c__24,12_24,24__32,23_32,27 |        4.0795 |   14.90/(  14 -  1) =   1.15 | F=3.04(212)*10^-2
 |       c__24,10_24,24__32,8_32,18 |        4.0734 |   26.33/(  22 -  1) =   1.25 | F=-6.60(1099)*10^-3
 |        c__24,10_24,24__32,1_32,8 |        4.0717 |   22.13/(  19 -  1) =   1.23 | F=-5.56(1385)*10^-3
 |       c__24,12_24,23__32,1_32,18 |        4.0717 |   31.83/(  26 -  1) =   1.27 | F=-1.36(90)*10^-2
 |      c__24,12_24,24__32,14_32,27 |        4.0707 |   26.34/(  22 -  1) =   1.25 | F=-1.31(1419)*10^-3
 |      c__24,13_24,24__32,22_32,27 |        4.0599 |   14.92/(  14 -  1) =   1.15 | F=3.16(211)*10^-2
 |   csnk__24,13_24,24__32,13_32,30 |          4.03 |   26.39/(  24 -  3) =   1.26 | F=8.68(1525)*10^-3; dmf=8.220(9001); Ff=1.94(2002)*10^1
 |       c__24,12_24,23__32,9_32,15 |        4.0287 |   16.43/(  15 -  1) =   1.17 | F=1.39(1694)*10^-3
 |       c__24,10_24,24__32,5_32,21 |        4.0249 |   33.26/(  27 -  1) =   1.28 | F=-7.68(1032)*10^-3
 |       c__24,12_24,24__32,0_32,10 |        4.0213 |   23.61/(  20 -  1) =   1.24 | F=-9.55(1203)*10^-3
 |   csnk__24,12_24,23__32,13_32,30 |        4.0153 |   26.41/(  24 -  3) =   1.26 | F=5.96(1386)*10^-3; dmf=1.964(2886); Ff=-0.105(993)
 |      c__24,12_24,23__32,24_32,28 |        4.0138 |   11.98/(  12 -  1) =   1.09 | F=4.00(228)*10^-2
 |       c__24,10_24,24__32,8_32,15 |        4.0134 |   22.21/(  19 -  1) =   1.23 | F=-6.08(1251)*10^-3
 |      c__24,12_24,23__32,11_32,30 |        4.0082 |   31.92/(  26 -  1) =   1.28 | F=6.55(13092)*10^-4
 |       c__24,13_24,24__32,9_32,15 |        4.0073 |   16.46/(  15 -  1) =   1.18 | F=1.62(1789)*10^-3
 |       c__24,10_24,24__32,7_32,14 |        4.0038 |   22.22/(  19 -  1) =   1.23 | F=-5.47(1225)*10^-3
 |       c__24,10_24,24__32,8_32,13 |        3.9994 |   19.37/(  17 -  1) =   1.21 | F=-4.98(13152)*10^-4
 |      c__24,13_24,24__32,18_32,26 |        3.9926 |   19.38/(  17 -  1) =   1.21 | F=9.10(1800)*10^-3
 |       c__24,8_24,24__32,14_32,23 |        3.9918 |   26.44/(  22 -  1) =   1.26 | F=-1.86(106)*10^-2
 |        c__24,10_24,24__32,2_32,7 |        3.9855 |   19.39/(  17 -  1) =   1.21 | F=6.12(14569)*10^-4
 |        c__24,13_24,24__32,0_32,7 |        3.9775 |   17.95/(  16 -  1) =   1.20 | F=8.64(1557)*10^-3
 |       c__24,13_24,24__32,1_32,21 |        3.9745 |   34.68/(  28 -  1) =   1.28 | F=-5.87(908)*10^-3
 |        c__24,12_24,23__32,0_32,7 |        3.9718 |   17.96/(  16 -  1) =   1.20 | F=1.07(152)*10^-2
 |       c__24,13_24,24__32,1_32,14 |         3.969 |   26.47/(  22 -  1) =   1.26 | F=-9.64(1080)*10^-3
 |      c__24,12_24,23__32,24_32,30 |         3.969 |   15.03/(  14 -  1) =   1.16 | F=3.48(223)*10^-2
 |        c__24,10_24,24__32,5_32,9 |        3.9566 |   17.98/(  16 -  1) =   1.20 | F=4.23(1476)*10^-3
 |       c__24,12_24,24__32,1_32,17 |         3.955 |   31.99/(  26 -  1) =   1.28 | F=-1.54(85)*10^-2
 |       c__24,12_24,23__32,5_32,14 |        3.9346 |   20.89/(  18 -  1) =   1.23 | F=-5.02(1227)*10^-3
 |   csnk__24,13_24,24__32,13_32,29 |        3.9332 |   25.13/(  23 -  3) =   1.26 | F=1.15(154)*10^-2; dmf=7.870(6763); Ff=1.40(955)*10^1
 |        c__24,12_24,23__32,2_32,8 |        3.9331 |   16.55/(  15 -  1) =   1.18 | F=8.11(1523)*10^-3
 |       c__24,13_24,24__32,9_32,16 |        3.9216 |   18.02/(  16 -  1) =   1.20 | F=1.09(163)*10^-2
 |        c__24,12_24,24__32,0_32,6 |        3.9211 |   18.02/(  16 -  1) =   1.20 | F=9.99(1514)*10^-3
 |       c__24,13_24,24__32,2_32,22 |        3.9181 |   34.76/(  28 -  1) =   1.29 | F=-2.86(944)*10^-3
 |      c__24,12_24,23__32,24_32,29 |        3.9015 |   13.63/(  13 -  1) =   1.14 | F=4.07(228)*10^-2
 |      c2__24,13_24,24__32,0_32,25 |        3.8993 |   36.13/(  33 -  5) =   1.29 | F=1.17(91)*10^-2; dmf=8.967(8030); Ff=4.01(3249)*10^1; dmi=0.474(172); Fi=-4.40(82)*10^-2
 |      c__24,12_24,23__32,14_32,31 |        3.8989 |   29.33/(  24 -  1) =   1.28 | F=1.47(123)*10^-2
 |   csrc__24,13_24,24__32,10_32,25 |        3.8969 |   25.17/(  23 -  3) =   1.26 | F=9.79(1400)*10^-3; dmi=1.43(14)*10^1; Fi=0.255(1414)
 |       c__24,10_24,24__32,2_32,15 |        3.8968 |   30.71/(  25 -  1) =   1.28 | F=-1.98(101)*10^-2
 |      c__24,12_24,24__32,10_32,20 |        3.8967 |   22.36/(  19 -  1) =   1.24 | F=6.91(1541)*10^-3
 |      c__24,12_24,24__32,24_32,30 |        3.8955 |   16.60/(  15 -  1) =   1.19 | F=2.81(216)*10^-2
 |       c__24,13_24,24__32,2_32,15 |        3.8955 |   26.57/(  22 -  1) =   1.27 | F=-1.06(114)*10^-2
 |      c__24,12_24,24__32,27_32,31 |        3.8952 |   15.12/(  14 -  1) =   1.16 | F=3.57(213)*10^-2
 |       c__24,10_24,24__32,5_32,17 |        3.8929 |   29.34/(  24 -  1) =   1.28 | F=-9.31(1085)*10^-3
 |      c__24,10_24,24__32,16_32,25 |        3.8916 |   23.78/(  20 -  1) =   1.25 | F=-6.29(1375)*10^-3
 |   csnk__24,12_24,24__32,13_32,31 |        3.8893 |   29.35/(  26 -  3) =   1.28 | F=1.37(125)*10^-2; dmf=2.794(3598); Ff=0.112(636)
 |   csnk__24,13_24,24__32,13_32,27 |        3.8893 |   23.78/(  22 -  3) =   1.25 | F=5.90(1621)*10^-3; dmf=7.521(8273); Ff=9.240(86933)
 |        c__24,10_24,24__32,1_32,6 |        3.8877 |   19.51/(  17 -  1) =   1.22 | F=-5.44(14201)*10^-4
 |       c__24,12_24,24__32,3_32,25 |        3.8786 |   38.84/(  31 -  1) =   1.29 | F=-1.49(763)*10^-3
 |   csnk__24,12_24,23__32,13_32,32 |        3.8756 |   29.37/(  26 -  3) =   1.28 | F=1.43(121)*10^-2; dmf=7.930(4726); Ff=-5.63(2665)*10^1
 |       c__24,13_24,24__32,2_32,16 |          3.86 |   28.01/(  23 -  1) =   1.27 | F=-6.23(1081)*10^-3
 |       c__24,12_24,23__32,3_32,16 |        3.8353 |   26.65/(  22 -  1) =   1.27 | F=-9.82(1059)*10^-3
 |       c__24,10_24,24__32,4_32,20 |        3.8306 |   33.53/(  27 -  1) =   1.29 | F=-1.05(92)*10^-2
 |      c__24,10_24,24__32,25_32,29 |        3.8298 |   16.68/(  15 -  1) =   1.19 | F=-2.16(1714)*10^-3
 |        c__24,10_24,24__32,3_32,8 |        3.8257 |   19.59/(  17 -  1) =   1.22 | F=-8.33(14414)*10^-4
 |        c__24,13_24,24__32,2_32,8 |        3.8257 |   16.69/(  15 -  1) =   1.19 | F=8.78(1581)*10^-3
 |        c__24,10_24,24__32,4_32,9 |        3.8214 |   19.60/(  17 -  1) =   1.22 | F=-2.11(1389)*10^-3
 |      c__24,12_24,24__32,14_32,29 |        3.8153 |   28.07/(  23 -  1) =   1.28 | F=4.85(1340)*10^-3
 |      c__24,10_24,24__32,18_32,23 |         3.812 |   19.61/(  17 -  1) =   1.23 | F=-1.04(144)*10^-2
 |      c2__24,10_24,24__32,6_32,25 |        3.8116 |   32.19/(  30 -  5) =   1.29 | F=3.57(940)*10^-3; dmf=9.554(9864); Ff=6.95(7079)*10^1; dmi=0.808(1045); Fi=0.428(3220)
 |       c__24,8_24,24__32,14_32,24 |        3.8102 |   28.08/(  23 -  1) =   1.28 | F=-1.40(100)*10^-2
 |      c__24,12_24,24__32,10_32,16 |        3.8058 |   18.17/(  16 -  1) =   1.21 | F=9.28(1612)*10^-3
 |      c__24,13_24,24__32,10_32,20 |        3.7998 |   21.06/(  18 -  1) =   1.24 | F=9.74(1561)*10^-3
